Order_Date,Order_Year,Order_Month,Order_Month_Name,Order_Year_Month,Order_Day,Order_Weekday,Order_Quarter
2023-06-01 15:24:43,2023,6,June,2023-06,1,Thursday,2
2023-06-01 16:08:02,2023,6,June,2023-06,1,Thursday,2
2023-06-01 17:02:54,2023,6,June,2023-06,1,Thursday,2
2023-06-01 17:32:43,2023,6,June,2023-06,1,Thursday,2
2023-06-02 03:25:13,2023,6,June,2023-06,2,Friday,2
2023-06-02 03:38:52,2023,6,June,2023-06,2,Friday,2
2023-06-02 04:30:24,2023,6,June,2023-06,2,Friday,2
2023-06-02 04:42:01,2023,6,June,2023-06,2,Friday,2
2023-06-02 05:03:54,2023,6,June,2023-06,2,Friday,2
2023-06-02 10:41:59,2023,6,June,2023-06,2,Friday,2
2023-06-02 11:17:56,2023,6,June,2023-06,2,Friday,2
2023-06-02 11:51:21,2023,6,June,2023-06,2,Friday,2
2023-06-02 16:34:36,2023,6,June,2023-06,2,Friday,2
2023-06-02 19:08:35,2023,6,June,2023-06,2,Friday,2
2023-06-02 20:40:33,2023,6,June,2023-06,2,Friday,2
2023-06-02 22:24:08,2023,6,June,2023-06,2,Friday,2
2023-06-03 00:14:34,2023,6,June,2023-06,3,Saturday,2
2023-06-03 04:35:59,2023,6,June,2023-06,3,Saturday,2
2023-06-03 05:24:13,2023,6,June,2023-06,3,Saturday,2
2023-06-03 06:46:12,2023,6,June,2023-06,3,Saturday,2
2023-06-03 08:30:32,2023,6,June,2023-06,3,Saturday,2
2023-06-03 09:54:47,2023,6,June,2023-06,3,Saturday,2
2023-06-03 11:23:12,2023,6,June,2023-06,3,Saturday,2
2023-06-03 17:17:35,2023,6,June,2023-06,3,Saturday,2
2023-06-03 19:12:46,2023,6,June,2023-06,3,Saturday,2
2023-06-03 23:05:18,2023,6,June,2023-06,3,Saturday,2
2023-06-03 23:57:51,2023,6,June,2023-06,3,Saturday,2
2023-06-04 01:05:24,2023,6,June,2023-06,4,Sunday,2
2023-06-04 01:38:48,2023,6,June,2023-06,4,Sunday,2
2023-06-04 06:16:15,2023,6,June,2023-06,4,Sunday,2
2023-06-04 07:27:42,2023,6,June,2023-06,4,Sunday,2
2023-06-04 07:35:55,2023,6,June,2023-06,4,Sunday,2
2023-06-04 07:44:18,2023,6,June,2023-06,4,Sunday,2
2023-06-04 10:08:43,2023,6,June,2023-06,4,Sunday,2
2023-06-04 10:47:32,2023,6,June,2023-06,4,Sunday,2
2023-06-04 12:13:39,2023,6,June,2023-06,4,Sunday,2
2023-06-04 20:41:52,2023,6,June,2023-06,4,Sunday,2
2023-06-04 23:59:28,2023,6,June,2023-06,4,Sunday,2
2023-06-05 00:37:03,2023,6,June,2023-06,5,Monday,2
2023-06-05 02:02:30,2023,6,June,2023-06,5,Monday,2
2023-06-05 02:07:25,2023,6,June,2023-06,5,Monday,2
2023-06-05 02:16:25,2023,6,June,2023-06,5,Monday,2
2023-06-05 05:01:37,2023,6,June,2023-06,5,Monday,2
2023-06-05 09:05:05,2023,6,June,2023-06,5,Monday,2
2023-06-05 13:50:11,2023,6,June,2023-06,5,Monday,2
2023-06-05 15:06:50,2023,6,June,2023-06,5,Monday,2
2023-06-05 15:21:31,2023,6,June,2023-06,5,Monday,2
2023-06-05 16:16:45,2023,6,June,2023-06,5,Monday,2
2023-06-05 16:39:46,2023,6,June,2023-06,5,Monday,2
2023-06-05 17:35:01,2023,6,June,2023-06,5,Monday,2
2023-06-05 19:55:02,2023,6,June,2023-06,5,Monday,2
2023-06-05 20:12:26,2023,6,June,2023-06,5,Monday,2
2023-06-05 20:43:25,2023,6,June,2023-06,5,Monday,2
2023-06-05 22:05:38,2023,6,June,2023-06,5,Monday,2
2023-06-06 02:54:45,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 03:24:25,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 03:30:08,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 04:24:26,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 05:08:45,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 07:23:40,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 07:32:59,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 08:11:19,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 13:54:02,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 13:55:59,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 14:13:03,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 17:38:58,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 19:10:21,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 21:19:11,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 22:35:54,2023,6,June,2023-06,6,Tuesday,2
2023-06-06 23:28:33,2023,6,June,2023-06,6,Tuesday,2
2023-06-07 04:06:08,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 09:26:34,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 10:07:34,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 12:36:54,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 13:30:23,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 17:58:33,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 19:09:19,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 19:10:28,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 20:10:23,2023,6,June,2023-06,7,Wednesday,2
2023-06-07 21:09:44,2023,6,June,2023-06,7,Wednesday,2
2023-06-08 04:42:41,2023,6,June,2023-06,8,Thursday,2
2023-06-08 06:43:08,2023,6,June,2023-06,8,Thursday,2
2023-06-08 08:56:47,2023,6,June,2023-06,8,Thursday,2
2023-06-08 11:05:00,2023,6,June,2023-06,8,Thursday,2
2023-06-08 14:16:50,2023,6,June,2023-06,8,Thursday,2
2023-06-08 14:53:30,2023,6,June,2023-06,8,Thursday,2
2023-06-08 15:20:11,2023,6,June,2023-06,8,Thursday,2
2023-06-08 18:18:55,2023,6,June,2023-06,8,Thursday,2
2023-06-08 20:13:40,2023,6,June,2023-06,8,Thursday,2
2023-06-08 20:21:44,2023,6,June,2023-06,8,Thursday,2
2023-06-08 20:30:56,2023,6,June,2023-06,8,Thursday,2
2023-06-08 20:52:19,2023,6,June,2023-06,8,Thursday,2
2023-06-08 21:33:43,2023,6,June,2023-06,8,Thursday,2
2023-06-09 00:39:29,2023,6,June,2023-06,9,Friday,2
2023-06-09 00:48:33,2023,6,June,2023-06,9,Friday,2
2023-06-09 01:33:27,2023,6,June,2023-06,9,Friday,2
2023-06-09 05:16:18,2023,6,June,2023-06,9,Friday,2
2023-06-09 05:42:01,2023,6,June,2023-06,9,Friday,2
2023-06-09 06:51:21,2023,6,June,2023-06,9,Friday,2
2023-06-09 07:58:57,2023,6,June,2023-06,9,Friday,2
2023-06-09 15:41:49,2023,6,June,2023-06,9,Friday,2
2023-06-09 16:54:55,2023,6,June,2023-06,9,Friday,2
2023-06-09 18:33:38,2023,6,June,2023-06,9,Friday,2
2023-06-10 00:35:17,2023,6,June,2023-06,10,Saturday,2
2023-06-10 01:53:56,2023,6,June,2023-06,10,Saturday,2
2023-06-10 04:15:58,2023,6,June,2023-06,10,Saturday,2
2023-06-10 04:19:51,2023,6,June,2023-06,10,Saturday,2
2023-06-10 13:51:02,2023,6,June,2023-06,10,Saturday,2
2023-06-10 15:53:05,2023,6,June,2023-06,10,Saturday,2
2023-06-10 17:39:56,2023,6,June,2023-06,10,Saturday,2
2023-06-10 19:39:24,2023,6,June,2023-06,10,Saturday,2
2023-06-10 22:46:32,2023,6,June,2023-06,10,Saturday,2
2023-06-10 23:55:18,2023,6,June,2023-06,10,Saturday,2
2023-06-11 01:21:01,2023,6,June,2023-06,11,Sunday,2
2023-06-11 02:32:31,2023,6,June,2023-06,11,Sunday,2
2023-06-11 05:53:48,2023,6,June,2023-06,11,Sunday,2
2023-06-11 06:03:07,2023,6,June,2023-06,11,Sunday,2
2023-06-11 07:07:29,2023,6,June,2023-06,11,Sunday,2
2023-06-11 08:02:53,2023,6,June,2023-06,11,Sunday,2
2023-06-11 08:40:10,2023,6,June,2023-06,11,Sunday,2
2023-06-11 12:00:40,2023,6,June,2023-06,11,Sunday,2
2023-06-11 17:29:31,2023,6,June,2023-06,11,Sunday,2
2023-06-11 20:18:39,2023,6,June,2023-06,11,Sunday,2
2023-06-11 21:35:16,2023,6,June,2023-06,11,Sunday,2
2023-06-11 23:09:48,2023,6,June,2023-06,11,Sunday,2
2023-06-12 01:16:30,2023,6,June,2023-06,12,Monday,2
2023-06-12 02:50:22,2023,6,June,2023-06,12,Monday,2
2023-06-12 03:22:50,2023,6,June,2023-06,12,Monday,2
2023-06-12 07:25:50,2023,6,June,2023-06,12,Monday,2
2023-06-12 10:21:16,2023,6,June,2023-06,12,Monday,2
2023-06-12 10:39:17,2023,6,June,2023-06,12,Monday,2
2023-06-12 13:25:54,2023,6,June,2023-06,12,Monday,2
2023-06-12 15:22:58,2023,6,June,2023-06,12,Monday,2
2023-06-12 16:19:41,2023,6,June,2023-06,12,Monday,2
2023-06-12 16:27:55,2023,6,June,2023-06,12,Monday,2
2023-06-12 17:18:36,2023,6,June,2023-06,12,Monday,2
2023-06-12 18:40:41,2023,6,June,2023-06,12,Monday,2
2023-06-12 19:47:06,2023,6,June,2023-06,12,Monday,2
2023-06-12 20:32:46,2023,6,June,2023-06,12,Monday,2
2023-06-12 21:25:15,2023,6,June,2023-06,12,Monday,2
2023-06-12 21:41:10,2023,6,June,2023-06,12,Monday,2
2023-06-13 00:23:21,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 02:04:06,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 02:29:36,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 03:07:36,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 09:10:34,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 09:11:23,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 09:54:43,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 10:07:42,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 13:52:00,2023,6,June,2023-06,13,Tuesday,2
2023-06-13 17:15:00,2023,6,June,2023-06,13,Tuesday,2
2023-06-14 00:15:02,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 00:24:35,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 01:22:24,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 03:44:21,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 04:39:31,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 08:34:49,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 09:26:01,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 11:33:41,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 12:04:19,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 12:40:49,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 18:24:08,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 21:42:15,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 22:39:34,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 22:47:50,2023,6,June,2023-06,14,Wednesday,2
2023-06-14 23:53:29,2023,6,June,2023-06,14,Wednesday,2
2023-06-15 00:29:26,2023,6,June,2023-06,15,Thursday,2
2023-06-15 02:56:11,2023,6,June,2023-06,15,Thursday,2
2023-06-15 03:00:19,2023,6,June,2023-06,15,Thursday,2
2023-06-15 05:57:48,2023,6,June,2023-06,15,Thursday,2
2023-06-15 07:08:32,2023,6,June,2023-06,15,Thursday,2
2023-06-15 09:51:56,2023,6,June,2023-06,15,Thursday,2
2023-06-15 11:42:06,2023,6,June,2023-06,15,Thursday,2
2023-06-15 12:47:04,2023,6,June,2023-06,15,Thursday,2
2023-06-15 13:52:44,2023,6,June,2023-06,15,Thursday,2
2023-06-15 19:21:34,2023,6,June,2023-06,15,Thursday,2
2023-06-15 19:25:47,2023,6,June,2023-06,15,Thursday,2
2023-06-15 21:05:05,2023,6,June,2023-06,15,Thursday,2
2023-06-15 21:05:17,2023,6,June,2023-06,15,Thursday,2
2023-06-15 22:49:22,2023,6,June,2023-06,15,Thursday,2
2023-06-15 23:59:53,2023,6,June,2023-06,15,Thursday,2
2023-06-16 04:22:47,2023,6,June,2023-06,16,Friday,2
2023-06-16 08:45:11,2023,6,June,2023-06,16,Friday,2
2023-06-16 09:20:46,2023,6,June,2023-06,16,Friday,2
2023-06-16 09:21:53,2023,6,June,2023-06,16,Friday,2
2023-06-16 11:10:48,2023,6,June,2023-06,16,Friday,2
2023-06-16 12:32:35,2023,6,June,2023-06,16,Friday,2
2023-06-16 16:14:07,2023,6,June,2023-06,16,Friday,2
2023-06-16 17:30:23,2023,6,June,2023-06,16,Friday,2
2023-06-16 19:00:50,2023,6,June,2023-06,16,Friday,2
2023-06-17 06:20:45,2023,6,June,2023-06,17,Saturday,2
2023-06-17 07:33:13,2023,6,June,2023-06,17,Saturday,2
2023-06-17 12:27:43,2023,6,June,2023-06,17,Saturday,2
2023-06-17 18:49:15,2023,6,June,2023-06,17,Saturday,2
2023-06-17 19:30:41,2023,6,June,2023-06,17,Saturday,2
2023-06-17 21:28:28,2023,6,June,2023-06,17,Saturday,2
2023-06-18 03:30:32,2023,6,June,2023-06,18,Sunday,2
2023-06-18 03:31:01,2023,6,June,2023-06,18,Sunday,2
2023-06-18 05:48:58,2023,6,June,2023-06,18,Sunday,2
2023-06-18 15:22:44,2023,6,June,2023-06,18,Sunday,2
2023-06-18 16:45:06,2023,6,June,2023-06,18,Sunday,2
2023-06-18 18:00:53,2023,6,June,2023-06,18,Sunday,2
2023-06-18 23:53:12,2023,6,June,2023-06,18,Sunday,2
2023-06-19 04:27:25,2023,6,June,2023-06,19,Monday,2
2023-06-19 04:27:50,2023,6,June,2023-06,19,Monday,2
2023-06-19 08:00:31,2023,6,June,2023-06,19,Monday,2
2023-06-19 18:18:53,2023,6,June,2023-06,19,Monday,2
2023-06-19 19:45:29,2023,6,June,2023-06,19,Monday,2
2023-06-19 20:06:47,2023,6,June,2023-06,19,Monday,2
2023-06-19 20:56:37,2023,6,June,2023-06,19,Monday,2
2023-06-20 00:22:04,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 01:03:51,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 02:14:29,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 02:28:10,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 03:49:54,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 04:49:44,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 05:03:36,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 06:58:15,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 07:37:19,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 09:16:51,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 09:31:19,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 09:35:15,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 13:46:31,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 14:51:14,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 19:58:30,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 20:02:37,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 20:29:43,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 23:14:21,2023,6,June,2023-06,20,Tuesday,2
2023-06-20 23:52:29,2023,6,June,2023-06,20,Tuesday,2
2023-06-21 01:13:49,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 03:05:18,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 03:21:25,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 06:05:25,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 06:18:26,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 11:40:42,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 12:25:08,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 12:54:21,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 13:37:08,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 15:17:58,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 18:58:24,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 20:04:20,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 21:36:19,2023,6,June,2023-06,21,Wednesday,2
2023-06-21 23:10:09,2023,6,June,2023-06,21,Wednesday,2
2023-06-22 04:20:12,2023,6,June,2023-06,22,Thursday,2
2023-06-22 07:30:18,2023,6,June,2023-06,22,Thursday,2
2023-06-22 10:15:02,2023,6,June,2023-06,22,Thursday,2
2023-06-22 10:35:30,2023,6,June,2023-06,22,Thursday,2
2023-06-22 12:46:58,2023,6,June,2023-06,22,Thursday,2
2023-06-22 18:11:37,2023,6,June,2023-06,22,Thursday,2
2023-06-22 18:55:02,2023,6,June,2023-06,22,Thursday,2
2023-06-22 19:58:14,2023,6,June,2023-06,22,Thursday,2
2023-06-22 20:02:46,2023,6,June,2023-06,22,Thursday,2
2023-06-22 20:35:16,2023,6,June,2023-06,22,Thursday,2
2023-06-23 02:57:39,2023,6,June,2023-06,23,Friday,2
2023-06-23 13:54:04,2023,6,June,2023-06,23,Friday,2
2023-06-23 14:01:16,2023,6,June,2023-06,23,Friday,2
2023-06-23 15:09:19,2023,6,June,2023-06,23,Friday,2
2023-06-23 15:25:40,2023,6,June,2023-06,23,Friday,2
2023-06-23 17:47:46,2023,6,June,2023-06,23,Friday,2
2023-06-23 18:16:45,2023,6,June,2023-06,23,Friday,2
2023-06-24 05:59:31,2023,6,June,2023-06,24,Saturday,2
2023-06-24 06:58:37,2023,6,June,2023-06,24,Saturday,2
2023-06-24 07:17:07,2023,6,June,2023-06,24,Saturday,2
2023-06-24 08:00:09,2023,6,June,2023-06,24,Saturday,2
2023-06-24 11:22:01,2023,6,June,2023-06,24,Saturday,2
2023-06-24 17:56:51,2023,6,June,2023-06,24,Saturday,2
2023-06-24 20:49:46,2023,6,June,2023-06,24,Saturday,2
2023-06-25 00:30:17,2023,6,June,2023-06,25,Sunday,2
2023-06-25 01:08:17,2023,6,June,2023-06,25,Sunday,2
2023-06-25 02:10:45,2023,6,June,2023-06,25,Sunday,2
2023-06-25 02:20:49,2023,6,June,2023-06,25,Sunday,2
2023-06-25 04:24:26,2023,6,June,2023-06,25,Sunday,2
2023-06-25 08:28:58,2023,6,June,2023-06,25,Sunday,2
2023-06-25 08:53:06,2023,6,June,2023-06,25,Sunday,2
2023-06-25 11:10:42,2023,6,June,2023-06,25,Sunday,2
2023-06-25 16:51:39,2023,6,June,2023-06,25,Sunday,2
2023-06-25 19:52:20,2023,6,June,2023-06,25,Sunday,2
2023-06-25 23:48:12,2023,6,June,2023-06,25,Sunday,2
2023-06-26 01:23:46,2023,6,June,2023-06,26,Monday,2
2023-06-26 03:24:00,2023,6,June,2023-06,26,Monday,2
2023-06-26 07:43:12,2023,6,June,2023-06,26,Monday,2
2023-06-26 10:17:07,2023,6,June,2023-06,26,Monday,2
2023-06-26 18:38:17,2023,6,June,2023-06,26,Monday,2
2023-06-26 22:00:47,2023,6,June,2023-06,26,Monday,2
2023-06-27 00:09:11,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 01:51:21,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 05:31:00,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 06:40:59,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 10:30:25,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 10:40:50,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 13:31:14,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 14:28:08,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 17:11:35,2023,6,June,2023-06,27,Tuesday,2
2023-06-27 23:39:09,2023,6,June,2023-06,27,Tuesday,2
2023-06-28 11:12:31,2023,6,June,2023-06,28,Wednesday,2
2023-06-28 17:10:48,2023,6,June,2023-06,28,Wednesday,2
2023-06-28 18:23:22,2023,6,June,2023-06,28,Wednesday,2
2023-06-28 21:30:41,2023,6,June,2023-06,28,Wednesday,2
2023-06-28 23:03:20,2023,6,June,2023-06,28,Wednesday,2
2023-06-29 00:46:29,2023,6,June,2023-06,29,Thursday,2
2023-06-29 02:01:06,2023,6,June,2023-06,29,Thursday,2
2023-06-29 03:51:26,2023,6,June,2023-06,29,Thursday,2
2023-06-29 06:30:34,2023,6,June,2023-06,29,Thursday,2
2023-06-29 08:10:55,2023,6,June,2023-06,29,Thursday,2
2023-06-29 08:31:58,2023,6,June,2023-06,29,Thursday,2
2023-06-29 08:47:23,2023,6,June,2023-06,29,Thursday,2
2023-06-29 10:20:39,2023,6,June,2023-06,29,Thursday,2
2023-06-29 10:23:27,2023,6,June,2023-06,29,Thursday,2
2023-06-29 11:05:11,2023,6,June,2023-06,29,Thursday,2
2023-06-29 11:56:19,2023,6,June,2023-06,29,Thursday,2
2023-06-29 12:13:24,2023,6,June,2023-06,29,Thursday,2
2023-06-29 16:41:53,2023,6,June,2023-06,29,Thursday,2
2023-06-29 19:01:20,2023,6,June,2023-06,29,Thursday,2
2023-06-29 19:49:04,2023,6,June,2023-06,29,Thursday,2
2023-06-29 19:58:25,2023,6,June,2023-06,29,Thursday,2
2023-06-29 20:45:16,2023,6,June,2023-06,29,Thursday,2
2023-06-30 00:16:43,2023,6,June,2023-06,30,Friday,2
2023-06-30 03:46:00,2023,6,June,2023-06,30,Friday,2
2023-06-30 04:26:00,2023,6,June,2023-06,30,Friday,2
2023-06-30 06:07:13,2023,6,June,2023-06,30,Friday,2
2023-06-30 07:51:31,2023,6,June,2023-06,30,Friday,2
2023-06-30 15:44:43,2023,6,June,2023-06,30,Friday,2
2023-06-30 15:52:34,2023,6,June,2023-06,30,Friday,2
2023-06-30 20:01:57,2023,6,June,2023-06,30,Friday,2
2023-06-30 20:48:20,2023,6,June,2023-06,30,Friday,2
2023-06-30 23:32:04,2023,6,June,2023-06,30,Friday,2
2023-07-01 01:45:52,2023,7,July,2023-07,1,Saturday,3
2023-07-01 02:01:10,2023,7,July,2023-07,1,Saturday,3
2023-07-01 04:08:51,2023,7,July,2023-07,1,Saturday,3
2023-07-01 04:17:14,2023,7,July,2023-07,1,Saturday,3
2023-07-01 05:09:27,2023,7,July,2023-07,1,Saturday,3
2023-07-01 05:20:05,2023,7,July,2023-07,1,Saturday,3
2023-07-01 09:17:11,2023,7,July,2023-07,1,Saturday,3
2023-07-01 12:07:35,2023,7,July,2023-07,1,Saturday,3
2023-07-01 12:14:55,2023,7,July,2023-07,1,Saturday,3
2023-07-01 14:17:56,2023,7,July,2023-07,1,Saturday,3
2023-07-01 14:38:41,2023,7,July,2023-07,1,Saturday,3
2023-07-01 17:33:32,2023,7,July,2023-07,1,Saturday,3
2023-07-01 18:24:39,2023,7,July,2023-07,1,Saturday,3
2023-07-01 19:18:57,2023,7,July,2023-07,1,Saturday,3
2023-07-01 21:11:19,2023,7,July,2023-07,1,Saturday,3
2023-07-02 00:53:26,2023,7,July,2023-07,2,Sunday,3
2023-07-02 05:34:51,2023,7,July,2023-07,2,Sunday,3
2023-07-02 08:12:03,2023,7,July,2023-07,2,Sunday,3
2023-07-02 08:31:58,2023,7,July,2023-07,2,Sunday,3
2023-07-02 08:44:53,2023,7,July,2023-07,2,Sunday,3
2023-07-02 08:49:26,2023,7,July,2023-07,2,Sunday,3
2023-07-02 09:36:25,2023,7,July,2023-07,2,Sunday,3
2023-07-02 10:09:37,2023,7,July,2023-07,2,Sunday,3
2023-07-02 10:18:09,2023,7,July,2023-07,2,Sunday,3
2023-07-02 10:50:07,2023,7,July,2023-07,2,Sunday,3
2023-07-02 10:53:43,2023,7,July,2023-07,2,Sunday,3
2023-07-02 13:02:44,2023,7,July,2023-07,2,Sunday,3
2023-07-02 14:14:57,2023,7,July,2023-07,2,Sunday,3
2023-07-02 15:32:37,2023,7,July,2023-07,2,Sunday,3
2023-07-02 18:58:34,2023,7,July,2023-07,2,Sunday,3
2023-07-02 19:10:16,2023,7,July,2023-07,2,Sunday,3
2023-07-02 19:31:27,2023,7,July,2023-07,2,Sunday,3
2023-07-02 21:12:44,2023,7,July,2023-07,2,Sunday,3
2023-07-02 23:01:07,2023,7,July,2023-07,2,Sunday,3
2023-07-03 01:00:37,2023,7,July,2023-07,3,Monday,3
2023-07-03 02:24:49,2023,7,July,2023-07,3,Monday,3
2023-07-03 06:24:23,2023,7,July,2023-07,3,Monday,3
2023-07-03 07:24:30,2023,7,July,2023-07,3,Monday,3
2023-07-03 10:18:02,2023,7,July,2023-07,3,Monday,3
2023-07-03 10:48:21,2023,7,July,2023-07,3,Monday,3
2023-07-03 11:50:39,2023,7,July,2023-07,3,Monday,3
2023-07-03 13:11:54,2023,7,July,2023-07,3,Monday,3
2023-07-03 15:19:09,2023,7,July,2023-07,3,Monday,3
2023-07-03 17:23:33,2023,7,July,2023-07,3,Monday,3
2023-07-03 18:17:31,2023,7,July,2023-07,3,Monday,3
2023-07-03 19:35:43,2023,7,July,2023-07,3,Monday,3
2023-07-03 22:17:33,2023,7,July,2023-07,3,Monday,3
2023-07-03 22:29:01,2023,7,July,2023-07,3,Monday,3
2023-07-04 03:04:32,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 03:51:22,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 04:36:23,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 05:08:17,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 05:17:35,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 06:24:10,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 07:20:34,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 07:44:58,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 07:57:31,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 12:14:13,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 14:40:13,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 16:39:18,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 20:02:00,2023,7,July,2023-07,4,Tuesday,3
2023-07-04 20:23:15,2023,7,July,2023-07,4,Tuesday,3
2023-07-05 02:32:51,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 03:56:48,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 04:40:39,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 07:47:19,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 13:50:32,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 14:01:16,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 14:33:27,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 15:01:31,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 16:28:30,2023,7,July,2023-07,5,Wednesday,3
2023-07-05 22:59:52,2023,7,July,2023-07,5,Wednesday,3
2023-07-06 00:36:55,2023,7,July,2023-07,6,Thursday,3
2023-07-06 02:22:35,2023,7,July,2023-07,6,Thursday,3
2023-07-06 04:17:29,2023,7,July,2023-07,6,Thursday,3
2023-07-06 07:28:49,2023,7,July,2023-07,6,Thursday,3
2023-07-06 12:48:36,2023,7,July,2023-07,6,Thursday,3
2023-07-06 15:26:40,2023,7,July,2023-07,6,Thursday,3
2023-07-06 16:46:35,2023,7,July,2023-07,6,Thursday,3
2023-07-06 18:53:54,2023,7,July,2023-07,6,Thursday,3
2023-07-06 19:25:14,2023,7,July,2023-07,6,Thursday,3
2023-07-06 19:25:26,2023,7,July,2023-07,6,Thursday,3
2023-07-07 00:00:39,2023,7,July,2023-07,7,Friday,3
