Order_ID,Customer_ID,Store_ID,Order_Date,Total_Items,Quantity,Total_Gross,Total_Net,Discount_Amount,Payment_Method
1036,3893,2,2025-04-11 09:48:15,3,4,1061.95,1058.74,3.21,Cash
1037,810,1,2026-01-25 09:34:04,5,12,407.6,403.92,3.68,PayPal
1038,4009,8,2023-11-15 00:40:20,2,3,122.59,111.25999999999999,11.33,PayPal
1039,4537,2,2024-09-23 23:36:31,3,10,2032.6100000000001,2021.3400000000001,11.27,PayPal
1040,30,10,2024-03-20 20:04:41,4,7,440.83,426.28,14.55,Card
1041,3891,6,2024-03-01 16:54:56,2,3,749.4100000000001,535.86,213.55,Cash
1042,325,10,2024-11-06 12:11:23,5,26,6783.9400000000005,6683.950000000001,99.99,Card
1043,3036,8,2024-06-02 22:11:40,3,4,1432.89,1430.67,2.22,Card
1044,1547,2,2018-10-21 15:39:43,5,17,4632.429999999999,4620.48,11.95,Card
1045,4273,6,2025-02-22 11:07:22,3,4,487.79,417.03,70.75999999999999,PayPal
1046,4345,2,2025-10-07 01:38:40,5,8,1579.91,1537.53,42.38,Card
1047,4500,3,2023-05-17 03:09:43,5,30,2713.25,2519.21,194.04,Card
1048,381,1,2025-11-04 11:50:52,5,20,12053.099999999999,10191.14,1861.96,Card
1049,2023,3,2020-09-24 01:12:16,2,2,236.84,232.25,4.59,Cash
1050,2609,6,2024-07-21 12:52:04,1,3,99.87,99.87,0.0,PayPal
1051,2653,10,2024-12-11 23:41:01,2,4,503.12,503.12,0.0,PayPal
1052,436,1,2023-08-11 08:32:05,2,3,580.43,570.73,9.7,Cash
1053,727,3,2025-02-23 11:38:55,5,8,1088.67,881.83,206.83999999999997,Card
1054,1010,8,2025-08-11 01:20:19,4,5,1547.97,1543.55,4.42,PayPal
1055,2566,8,2023-09-05 11:20:12,5,7,988.87,924.77,64.1,Cash
1056,3523,8,2024-02-27 10:56:23,4,6,1459.8200000000002,1453.43,6.39,Cash
1057,3486,2,2023-04-04 21:53:36,1,1,40.98,38.93,2.05,PayPal
1058,1056,8,2024-02-24 08:38:43,3,3,421.90999999999997,421.90999999999997,0.0,PayPal
1059,695,7,2023-12-21 16:18:34,5,11,727.4100000000001,649.4300000000001,77.98,Cash
1060,700,1,2024-05-29 05:44:43,3,13,429.41999999999996,396.13,33.29,Card
1061,1684,2,2023-10-26 10:18:23,1,10,320.79999999999995,288.72,32.08,Cash
1062,4036,2,2024-10-29 17:56:28,2,2,604.26,546.05,58.21,Cash
1063,132,10,2024-02-21 00:54:55,5,18,4097.74,4097.74,0.0,Card
1064,3950,3,2025-02-27 11:43:52,5,9,2033.1,2033.1,0.0,Cash
1065,1306,6,2024-06-07 14:26:42,4,27,2050.17,2029.91,20.26,Cash
1066,2195,5,2024-08-28 06:41:02,5,15,2861.19,2723.75,137.44,Card
1067,4779,2,2024-03-03 03:41:23,3,5,443.34000000000003,426.51,16.830000000000002,Card
1068,837,6,2024-03-12 17:50:38,5,5,431.38,431.38,0.0,Cash
1069,4367,7,2023-08-04 14:58:46,1,5,1273.0,1145.7,127.3,PayPal
1070,149,7,2024-02-10 16:51:53,1,2,138.62,138.62,0.0,Cash
1071,753,2,2017-05-29 00:23:25,2,2,42.44,41.32,1.12,PayPal
1072,4366,8,2024-07-08 11:51:04,5,27,1513.26,1415.91,97.35,PayPal
1073,2245,8,2024-09-22 06:26:54,1,3,54.84,54.84,0.0,Cash
1074,1527,7,2025-09-04 20:44:25,4,24,2715.8,2560.6299999999997,155.17,Card
1075,4161,10,2024-06-22 04:49:42,2,2,797.0100000000001,721.07,75.94,Cash
1076,469,6,2024-03-16 16:29:37,1,2,36.56,36.56,0.0,PayPal
1077,2056,2,2025-07-25 15:34:22,5,11,488.99,442.02,46.970000000000006,Cash
1078,3338,6,2025-05-17 18:02:09,2,40,1654.2,1609.5,44.7,PayPal
1079,3564,5,2023-06-15 05:57:48,5,46,11278.710000000001,9992.58,1286.13,Card
1080,2018,7,2025-03-24 16:59:53,1,3,179.28,179.28,0.0,Card
1081,527,6,2023-03-26 20:02:51,5,18,562.85,515.72,47.13,PayPal
1082,3651,4,2024-06-29 05:36:12,1,1,51.55,41.24,10.31,PayPal
1083,3943,9,2025-04-12 06:13:03,3,9,3535.69,3530.1000000000004,5.59,PayPal
1084,3472,2,2024-03-02 16:38:11,1,1,42.36,42.36,0.0,Cash
1085,471,10,2023-11-17 10:47:21,3,4,194.51999999999998,191.31,3.21,PayPal
1086,66,6,2024-07-12 14:58:23,2,2,28.009999999999998,27.04,0.97,Card
1087,3206,4,2023-02-24 11:36:20,1,2,44.7,35.76,8.94,Cash
1088,994,10,2025-08-04 23:23:02,1,1,54.82,52.08,2.74,Cash
1089,4711,4,2025-05-17 13:20:07,4,6,697.15,585.42,111.72999999999999,PayPal
1090,4322,6,2025-04-18 10:06:24,1,1,73.28,58.62,14.66,Cash
1091,3866,8,2024-08-04 12:25:52,2,7,808.84,762.9200000000001,45.92,Card
1092,3218,4,2025-09-16 14:01:31,2,3,102.16,88.53999999999999,13.620000000000001,PayPal
1093,259,1,2025-07-19 21:13:34,5,17,3237.81,3176.85,60.96,Card
1094,3766,4,2025-11-06 19:23:08,1,2,1518.88,1518.88,0.0,Cash
1095,135,6,2026-02-14 23:06:16,1,1,114.97,103.47,11.5,Cash
1096,1180,10,2024-11-26 08:39:26,3,5,524.8,494.99,29.81,Cash
1097,2932,8,2023-08-26 14:15:00,2,3,121.82999999999998,121.82999999999998,0.0,Cash
1098,1306,9,2024-11-05 00:10:09,2,21,331.2,309.35,21.85,PayPal
1099,323,7,2023-05-13 22:37:37,5,10,3187.36,3187.36,0.0,PayPal
1100,4990,6,2024-03-24 09:40:04,2,6,562.86,562.86,0.0,Card
1101,1216,3,2025-02-20 12:58:14,1,3,112.71000000000001,112.71,0.0,Cash
1102,1550,10,2023-09-03 21:10:23,2,3,300.6,295.12,5.48,Cash
1103,4522,2,2025-08-16 23:21:58,3,22,869.06,728.92,140.14,PayPal
1104,2824,3,2023-12-05 00:38:58,2,3,140.78,119.98,20.8,PayPal
1105,2407,2,2023-10-26 13:16:15,1,2,59.1,59.1,0.0,Card
1106,1761,5,2023-08-11 03:19:23,3,4,1322.06,1210.6,111.46000000000001,Cash
1107,2020,5,2023-12-22 06:18:22,4,25,4931.990000000001,4722.41,209.57999999999998,Cash
1108,2088,5,2025-02-19 01:12:39,3,3,407.59000000000003,376.23,31.36,Card
1109,351,1,2025-05-28 08:17:35,5,17,2313.03,2017.1499999999999,295.88,Cash
1110,44,8,2024-04-19 00:48:30,3,32,986.58,986.58,0.0,Cash
1111,1508,10,2023-09-25 10:25:00,4,10,1202.19,1196.7,5.49,Cash
1112,4950,10,2025-03-08 09:22:52,2,2,314.31,314.31,0.0,Cash
1113,1897,6,2025-07-02 02:36:44,5,33,23619.479999999996,23128.010000000002,491.46999999999997,Cash
1114,3469,4,2024-07-24 02:00:38,1,2,85.5,81.22,4.28,Card
1115,2946,9,2023-11-04 03:51:06,4,14,1285.1499999999999,993.7399999999999,291.41,Card
1116,4520,5,2023-04-05 01:01:21,1,2,1719.0,1547.1,171.9,PayPal
1117,2154,2,2025-11-15 20:45:36,3,3,356.81,346.59,10.219999999999999,Card
1118,2849,2,2025-02-27 16:34:24,4,4,314.46999999999997,287.93,26.54,PayPal
1119,3579,9,2024-01-10 16:16:56,5,9,3065.0,3056.47,8.53,PayPal
1120,2240,4,2023-03-31 06:16:41,5,8,874.89,838.8000000000001,36.09,Card
1121,3363,5,2025-09-20 16:19:13,3,4,170.6,163.26,7.34,PayPal
1122,3590,10,2024-05-19 21:46:00,5,8,1023.1800000000001,1023.1800000000001,0.0,Cash
1123,3767,1,2025-03-01 04:32:43,2,6,323.38,309.22,14.16,Card
1124,3010,8,2023-03-04 13:05:30,3,24,2220.8100000000004,2001.14,219.67,PayPal
1125,2383,7,2025-12-29 12:36:45,1,2,1999.74,1999.74,0.0,PayPal
1126,4150,9,2025-03-17 09:44:08,4,7,322.48,318.16,4.32,Cash
1127,2812,10,2025-06-17 10:28:26,5,16,1104.53,1089.06,15.47,Card
1128,1155,5,2023-11-09 03:00:17,4,8,1132.06,1090.56,41.5,PayPal
1129,4770,5,2025-03-09 00:59:06,1,10,320.79999999999995,304.76,16.04,Card
1130,854,6,2025-09-25 03:27:46,2,3,539.66,533.92,5.74,Card
1131,1742,1,2024-09-06 17:43:47,3,23,804.07,757.3,46.77,Card
1132,3777,3,2025-08-07 08:06:21,1,1,105.27,105.27,0.0,Card
1133,3523,2,2024-12-26 09:07:40,1,2,109.64,87.71,21.93,Card
1134,263,1,2023-08-29 08:32:40,2,5,259.35,250.51999999999998,8.83,Card
1135,1920,9,2025-10-15 07:09:53,1,1,251.17,238.61,12.56,PayPal
1136,2006,7,2023-07-09 02:29:18,4,5,1207.12,1033.0,174.12,PayPal
1137,3346,4,2024-06-21 11:36:20,2,3,114.36999999999999,113.24,1.13,Card
1138,58,8,2025-07-16 07:23:00,3,32,5596.66,5291.589999999999,305.07,Card
1139,2437,8,2026-01-25 19:38:57,5,14,231.1,215.43,15.669999999999998,Card
1140,3522,4,2025-10-26 23:53:29,5,27,1276.6899999999998,1255.0,21.69,Cash
1141,1217,3,2025-07-08 23:36:10,5,9,1984.3899999999999,1823.5900000000001,160.8,Card
1142,166,3,2024-08-20 23:36:26,5,8,1967.73,1882.31,85.42,Cash
1143,244,6,2025-10-03 09:36:01,3,12,5750.960000000001,4624.420000000001,1126.54,PayPal
1144,375,6,2025-08-05 06:51:30,1,10,1398.4,1258.56,139.84,Cash
1145,2262,2,2024-08-04 20:43:57,1,1,759.44,759.44,0.0,PayPal
1146,363,7,2025-01-05 11:08:01,3,8,126.01,118.25,7.76,PayPal
1147,2207,1,2025-01-02 15:18:10,5,19,904.0600000000001,844.29,59.77,PayPal
1148,704,4,2025-11-06 19:38:05,4,10,782.98,746.62,36.36,PayPal
1149,537,6,2024-05-14 13:02:27,2,6,4699.04,4699.04,0.0,PayPal
1150,1015,6,2024-11-23 19:44:54,4,9,1699.46,1688.2800000000002,11.18,PayPal
1151,3670,9,2025-09-14 00:28:20,4,4,168.76999999999998,162.79,5.98,Cash
1152,1586,8,2023-11-17 09:37:31,5,7,2011.06,1957.6599999999999,53.4,Card
1153,1263,2,2024-08-08 20:08:27,3,3,548.23,508.47,39.76,Card
1154,2255,1,2024-05-27 08:34:43,3,11,991.9300000000001,919.78,72.15,Cash
1155,3377,4,2025-06-14 21:50:04,5,30,2426.14,2293.7,132.44,Cash
1156,1274,3,2023-02-27 12:11:55,2,3,275.86,275.86,0.0,Cash
1157,1720,7,2023-10-21 13:49:40,2,3,263.3,263.3,0.0,Card
1158,2539,7,2023-06-17 06:20:45,5,6,497.18,489.39,7.79,Cash
1159,1524,9,2025-08-30 07:50:54,4,9,5065.32,5052.53,12.79,Cash
1160,371,6,2025-01-30 05:10:15,1,1,180.22,180.22,0.0,PayPal
1161,505,8,2025-10-03 02:23:15,2,7,606.71,590.64,16.07,Card
1162,946,4,2024-04-25 06:48:33,3,17,3538.54,3016.31,522.23,Card
1163,406,3,2025-04-14 17:36:53,3,3,425.22,397.92,27.299999999999997,Cash
1164,4409,4,2025-06-09 22:42:46,5,29,1051.17,914.57,136.6,Cash
1165,160,3,2025-02-01 21:53:20,5,29,2583.62,2530.1,53.519999999999996,Card
1166,2618,1,2024-10-08 13:10:45,2,3,450.54999999999995,450.54999999999995,0.0,Cash
1167,2679,2,2024-04-30 21:45:44,3,12,667.69,641.1800000000001,26.51,Card
1168,3147,4,2024-03-05 07:57:54,4,7,359.28,337.13,22.15,PayPal
1169,911,4,2025-08-09 01:25:31,5,9,725.0799999999999,680.69,44.38999999999999,Card
1170,1961,10,2025-10-15 04:00:05,2,3,222.37,220.95,1.42,Card
1171,1150,4,2024-04-09 00:13:17,3,8,457.73,400.7,57.03,Card
1172,2437,2,2024-06-08 08:04:58,5,5,400.66,399.66,1.0,Card
1173,4715,5,2025-07-20 15:51:38,2,6,146.14,146.14,0.0,Cash
1174,3376,1,2025-01-09 09:30:03,1,1,16.79,16.79,0.0,PayPal
1175,4541,3,2024-08-22 17:48:49,1,1,166.01,116.21,49.8,Card
1176,2042,6,2023-11-22 15:53:06,3,5,187.3,177.95,9.35,Card
1177,1413,10,2023-03-04 02:58:29,1,3,164.46,156.24,8.22,Cash
1178,3358,7,2025-02-21 20:02:22,4,6,268.95,254.25,14.700000000000001,Card
1179,2217,1,2023-03-29 12:49:45,2,3,185.3,175.6,9.7,Cash
1180,1214,6,2024-01-24 00:00:24,3,4,642.8499999999999,597.97,44.88,PayPal
1181,2382,2,2023-11-29 14:07:06,3,14,633.47,633.47,0.0,PayPal
1182,1474,7,2025-11-30 06:05:52,3,4,117.9,111.51,6.39,PayPal
1183,2518,7,2016-07-03 00:47:35,5,9,2456.7799999999997,2403.6800000000003,53.1,PayPal
1184,653,8,2024-10-13 15:00:51,2,22,1264.96,1264.96,0.0,Cash
1185,3946,3,2025-06-04 02:27:36,1,4,1929.12,1736.21,192.91,PayPal
1186,831,9,2024-07-23 20:05:00,4,6,579.95,523.82,56.129999999999995,PayPal
1187,4951,9,2023-09-12 07:12:30,4,25,406.78999999999996,354.90999999999997,51.879999999999995,PayPal
1188,1903,10,2024-01-12 15:43:29,4,27,2980.0099999999998,2750.8799999999997,229.13,Card
1189,3373,2,2026-01-29 18:32:36,3,6,3529.39,3527.16,2.23,Cash
1190,4895,3,2025-09-03 09:12:36,4,6,2149.54,2142.91,6.63,Cash
1191,2772,5,2026-01-24 04:24:37,2,3,288.08,286.40999999999997,1.67,PayPal
1192,899,1,2025-04-30 22:17:35,2,11,594.98,546.75,48.23,PayPal
1193,32,3,2025-04-05 08:47:58,1,2,512.26,512.26,0.0,PayPal
1194,2392,5,2023-09-13 19:18:57,2,4,212.17000000000002,189.99,22.18,Cash
1195,2147,2,2023-07-24 23:55:05,4,10,870.3199999999999,803.87,66.45,Cash
1196,4724,2,2025-05-07 20:34:29,2,3,519.0799999999999,416.94,102.14,Cash
1197,3642,5,2023-10-23 15:18:25,3,16,3975.7199999999993,3970.17,5.55,PayPal
1198,4193,8,2025-07-31 08:57:01,3,3,835.47,808.96,26.51,Card
1199,3466,5,2024-11-01 12:09:15,5,28,9154.79,6458.77,2696.02,Card
1200,723,9,2023-05-25 18:56:44,3,3,603.4499999999999,506.99,96.46,PayPal
1201,3450,9,2023-08-03 15:49:17,2,3,247.03,247.03,0.0,PayPal
1202,270,7,2024-04-23 23:55:55,5,8,462.3,441.17,21.13,Cash
1203,2557,7,2024-06-13 10:46:39,2,21,3736.76,3733.0600000000004,3.7,Card
1204,3254,8,2025-04-18 11:56:43,2,6,272.46000000000004,272.46000000000004,0.0,PayPal
1205,2187,3,2023-04-06 02:53:16,5,8,551.5,491.08,60.42,Card
1206,4859,10,2024-11-08 05:57:14,1,3,768.39,614.71,153.68,PayPal
1207,3970,8,2023-07-04 07:20:34,3,5,181.14999999999998,181.15,0.0,PayPal
1208,3848,3,2024-07-05 02:35:45,3,23,7343.01,6607.6900000000005,735.32,Card
1209,1189,1,2024-11-28 22:35:34,2,12,1922.4799999999998,1888.5,33.98,PayPal
1210,2219,8,2024-11-06 23:43:31,1,1,18.27,18.27,0.0,Cash
1211,3432,6,2024-01-31 17:27:12,1,2,381.92,381.92,0.0,PayPal
1212,877,4,2024-09-24 05:33:44,1,1,24.07,24.07,0.0,Card
1213,1311,9,2023-11-29 11:38:05,4,25,888.81,871.0999999999999,17.71,Cash
1214,2758,2,2025-09-27 07:07:23,4,28,13609.04,13534.140000000001,74.9,Card
1215,3326,2,2023-09-08 02:06:43,4,11,460.39,433.28,27.110000000000003,PayPal
1216,2138,1,2025-03-31 19:57:11,3,3,551.55,550.35,1.2,Cash
1217,2810,7,2024-06-15 07:17:55,1,1,14.39,14.39,0.0,PayPal
1218,206,8,2025-04-22 10:10:49,1,1,24.07,22.87,1.2,Card
1219,502,7,2025-07-26 08:18:09,4,7,2578.32,2578.32,0.0,Card
1220,2386,1,2024-11-16 17:02:31,2,3,55.599999999999994,55.599999999999994,0.0,Cash
1221,2054,5,2025-07-30 23:25:43,1,4,163.92,147.53,16.39,Cash
1222,1478,2,2026-01-19 13:52:38,2,4,545.77,545.77,0.0,Card
1223,4946,8,2024-07-07 08:49:28,5,25,10224.77,10090.689999999999,134.08,Cash
1224,510,10,2024-07-11 18:27:20,4,6,1815.73,1815.73,0.0,Card
1225,756,1,2025-03-23 22:49:40,5,35,23916.97,23866.0,50.97,PayPal
1226,727,10,2023-11-26 05:51:12,5,20,727.5300000000001,713.48,14.05,PayPal
1227,3232,7,2023-04-16 22:50:30,3,25,1866.4299999999998,1745.85,120.58,PayPal
1228,1447,8,2025-11-04 13:08:58,5,6,516.97,504.26,12.71,Cash
1229,975,10,2024-02-02 15:24:48,2,5,100.16,92.83,7.33,Cash
1230,2983,9,2024-04-08 07:25:31,3,6,632.9499999999999,612.47,20.479999999999997,Cash
1231,4237,6,2024-12-18 11:25:15,3,8,330.81,322.49,8.32,Cash
1232,4869,8,2024-04-14 12:52:53,5,12,941.1800000000001,885.21,55.970000000000006,PayPal
1233,2398,8,2025-09-17 06:21:17,1,10,4822.799999999999,4822.8,0.0,Card
1234,2386,7,2026-01-10 00:31:47,2,6,357.82,357.82,0.0,Cash
1235,1229,9,2023-09-28 09:06:48,2,11,485.68000000000006,438.94000000000005,46.74,Card
1236,3151,6,2023-11-03 01:09:36,3,4,207.55,193.41,14.14,Cash
1237,5000,7,2023-05-15 05:30:11,3,7,788.6800000000001,714.8800000000001,73.8,PayPal
1238,1670,2,2023-05-14 02:37:36,1,2,113.28,90.62,22.66,Card
1239,4566,1,2025-02-12 09:41:54,2,3,208.23,172.26999999999998,35.96,Cash
1240,149,7,2025-07-16 01:09:18,4,21,1101.16,1085.19,15.97,Cash
1241,2347,2,2024-11-15 15:26:55,5,33,949.13,921.16,27.97,PayPal
1242,535,4,2024-06-25 23:08:58,5,12,5185.94,5139.2,46.739999999999995,PayPal
1243,2377,8,2024-08-02 23:06:35,2,21,931.62,931.62,0.0,PayPal
1244,43,9,2025-05-26 19:48:12,4,16,4412.150000000001,4164.88,247.26999999999998,PayPal
1245,1213,8,2025-02-27 04:39:27,5,12,1255.05,1102.3600000000001,152.69,Card
1246,15,7,2023-07-05 14:33:27,5,5,179.81,176.31,3.5,Card
1247,1936,5,2025-04-16 15:52:03,1,3,110.88,110.88,0.0,PayPal
1248,2818,7,2025-08-05 01:55:34,1,1,9.74,9.74,0.0,PayPal
1249,1691,5,2023-10-22 15:06:47,5,11,439.23999999999995,433.09,6.15,Card
1250,61,9,2023-03-21 14:39:38,4,6,743.48,713.15,30.33,PayPal
1251,3250,8,2025-10-22 03:47:34,1,1,29.55,20.68,8.87,Cash
1252,3903,10,2023-03-12 20:26:27,2,3,454.34999999999997,402.12,52.230000000000004,Card
1253,209,7,2025-08-23 14:45:12,5,9,2057.5299999999997,1973.5499999999997,83.98,Cash
1254,4814,3,2026-01-01 04:43:03,3,6,510.89000000000004,510.89,0.0,PayPal
1255,3555,5,2023-06-15 19:25:47,5,10,930.89,887.03,43.86,Card
1256,4624,5,2023-02-25 21:40:37,5,28,2141.58,2093.61,47.97,PayPal
1257,3639,2,2024-02-17 14:01:55,2,2,89.4,68.61,20.79,Card
1258,670,10,2024-04-30 00:01:26,5,7,1115.08,1018.22,96.86,PayPal
1259,1984,5,2024-11-14 21:38:09,3,9,5343.66,5187.299999999999,156.35999999999999,Cash
1260,2745,8,2023-12-31 19:41:53,3,6,1127.98,1127.98,0.0,Card
1261,2970,7,2025-08-08 16:27:25,4,16,1255.06,1224.36,30.700000000000003,Cash
1262,1668,8,2023-07-09 02:02:37,5,10,594.28,536.1,58.18,Cash
1263,3905,2,2024-06-04 03:44:18,1,1,1067.94,1067.94,0.0,PayPal
1264,2559,6,2023-07-03 06:24:23,2,2,616.95,521.53,95.42,Cash
1265,4630,3,2023-11-02 16:47:45,1,1,36.7,36.7,0.0,PayPal
1266,2676,10,2024-09-16 21:04:13,2,4,551.93,522.65,29.28,Card
1267,3323,1,2025-08-01 03:24:07,1,1,40.98,40.98,0.0,PayPal
1268,2078,2,2025-07-04 21:52:25,1,3,95.82000000000001,95.82,0.0,Card
1269,4269,3,2025-10-14 06:16:37,1,2,85.28,85.28,0.0,PayPal
1270,3068,6,2024-06-02 13:24:30,4,35,4174.1900000000005,4100.55,73.63999999999999,Cash
1271,2870,8,2024-07-16 04:45:06,5,13,2357.67,2222.16,135.51,Cash
1272,30,4,2025-08-03 05:31:23,3,23,451.85999999999996,448.19,3.67,Cash
1273,1497,1,2023-07-20 20:19:54,3,3,151.3,149.57,1.73,Card
1274,2909,1,2025-09-29 02:18:22,1,1,28.69,28.69,0.0,PayPal
1275,136,6,2023-09-08 14:05:02,4,27,4152.75,4152.75,0.0,Cash
1276,2045,9,2023-06-05 20:12:26,4,5,231.68,219.56,12.12,Cash
1277,3628,3,2024-09-11 13:26:08,1,1,24.07,24.07,0.0,Cash
1278,1461,5,2023-10-15 16:00:51,1,4,186.96,186.96,0.0,PayPal
1279,3369,4,2025-12-16 13:38:31,5,19,1572.77,1461.43,111.34,Card
1280,1595,5,2025-03-03 05:15:43,3,51,2910.08,2884.9,25.18,Card
1281,1819,2,2023-09-13 11:18:47,3,14,1222.21,1205.37,16.84,PayPal
1282,1524,7,2024-04-26 14:41:55,1,10,332.9,332.9,0.0,Card
1283,2122,5,2024-06-13 13:11:34,4,10,5485.8099999999995,5485.8099999999995,0.0,Card
1284,4957,10,2023-05-27 02:19:01,4,11,999.98,947.75,52.23,PayPal
1285,2794,8,2024-07-23 12:49:17,3,6,1440.46,1440.46,0.0,Cash
1286,4593,2,2023-10-02 01:17:38,1,4,183.72,146.98,36.74,PayPal
1287,4729,9,2023-09-12 15:41:15,5,36,4775.0,4574.42,200.58,Card
1288,3809,9,2025-05-16 20:55:27,4,18,1481.99,1432.52,49.47,PayPal
1289,2705,5,2025-02-14 03:10:04,4,5,1182.22,1176.31,5.91,PayPal
1290,2707,5,2025-11-24 20:51:12,1,5,100.45,100.45,0.0,Cash
1291,4236,7,2023-08-26 03:31:06,2,21,1169.58,1056.3,113.28,PayPal
1292,2913,10,2024-10-20 08:17:38,3,6,442.32,442.32,0.0,Cash
1293,3687,4,2024-04-01 18:46:43,3,8,238.9,232.48000000000002,6.42,PayPal
1294,1965,10,2024-05-24 23:07:29,4,8,1820.9099999999999,1774.36,46.550000000000004,PayPal
1295,1498,1,2025-08-07 07:46:53,1,4,1908.44,1717.6,190.84,Cash
1296,297,9,2023-08-17 04:43:51,1,1,9.74,9.74,0.0,Card
1297,4038,8,2024-08-21 23:04:00,1,1,168.38,117.87,50.51,Card
1298,289,2,2026-01-25 21:53:32,2,6,348.52,301.18,47.34,Cash
1299,2320,4,2023-04-19 03:23:08,3,22,3692.3899999999994,3688.6600000000003,3.73,Card
1300,549,8,2025-08-16 20:15:05,2,4,1092.8400000000001,1051.25,41.59,Cash
1301,1638,10,2024-03-19 07:29:56,5,6,901.24,883.92,17.32,Cash
1302,3594,10,2025-11-16 04:25:03,2,11,626.97,506.39,120.58,PayPal
1303,3185,1,2023-06-20 19:58:30,3,25,7967.209999999999,7956.09,11.12,Cash
1304,3569,10,2024-12-21 19:35:40,2,4,2210.46,1569.6999999999998,640.76,Cash
1305,4401,5,2024-02-16 10:15:18,2,7,213.57999999999998,213.57999999999998,0.0,Card
1306,1409,8,2024-01-18 21:43:55,2,5,906.54,906.54,0.0,Cash
1307,1525,1,2024-09-21 17:38:16,2,5,147.24,147.24,0.0,Card
1308,1943,9,2023-12-19 09:10:03,2,2,1032.27,1032.27,0.0,PayPal
1309,3072,7,2024-06-14 04:09:46,5,7,532.5,497.43,35.07,Card
1310,2476,1,2024-08-20 22:30:42,5,10,1385.78,1336.4599999999998,49.32,Card
1311,2304,4,2025-03-12 06:18:22,1,1,17.32,13.86,3.46,Card
1312,2406,7,2024-12-13 15:01:01,4,25,1058.61,1012.22,46.39,Card
1313,1111,3,2024-11-29 23:53:08,4,15,655.5899999999999,584.11,71.48,Cash
1314,66,7,2025-05-12 14:10:58,5,16,563.12,533.0699999999999,30.05,Card
1315,3016,1,2024-09-30 21:20:02,3,5,460.71999999999997,422.31,38.41,PayPal
1316,3237,2,2023-05-29 12:58:30,4,45,9946.16,8080.599999999999,1865.56,Cash
1317,1668,4,2024-05-29 03:41:52,4,6,189.7,187.58,2.12,Cash
1318,4989,4,2023-06-12 19:47:06,1,2,26.12,23.51,2.61,Card
1319,4822,7,2023-06-03 23:57:51,3,26,1401.74,1352.93,48.81,Cash
1320,4256,5,2024-06-02 19:44:04,5,17,947.91,937.5699999999999,10.34,Cash
1321,1361,6,2024-10-04 13:55:53,4,6,554.95,554.95,0.0,Cash
1322,1930,10,2024-05-28 08:59:07,1,3,419.52,377.57,41.95,Card
1323,4450,1,2024-02-08 04:29:54,3,3,115.21,111.69,3.52,Cash
1324,1427,1,2024-04-19 02:42:21,5,29,2166.17,2166.17,0.0,PayPal
1325,4976,10,2026-01-22 20:01:24,1,1,42.75,42.75,0.0,Cash
1326,3345,1,2024-12-24 11:47:42,5,9,2899.77,2831.6099999999997,68.16,PayPal
1327,61,1,2024-11-30 14:53:12,4,5,283.46000000000004,252.8,30.66,PayPal
1328,1493,10,2023-03-06 12:41:30,2,3,375.76,375.76,0.0,Card
1329,3023,7,2025-12-03 10:35:53,1,2,63.88,63.88,0.0,Card
1330,4664,9,2024-09-01 11:00:10,4,5,654.42,649.16,5.26,PayPal
1331,4228,5,2024-01-17 16:57:16,1,10,112.69999999999999,112.7,0.0,Card
1332,1912,10,2026-01-10 20:48:12,3,7,3200.69,2568.59,632.0999999999999,PayPal
1333,1405,1,2025-03-05 11:40:01,5,39,1980.0400000000002,1921.16,58.88,PayPal
1334,3994,1,2024-07-03 16:53:02,1,1,759.44,759.44,0.0,PayPal
1335,2158,6,2024-04-19 05:18:32,2,12,654.68,650.27,4.41,PayPal
1336,4972,1,2024-02-11 04:18:29,1,4,128.32,128.32,0.0,Card
1337,2154,2,2025-10-20 13:07:52,5,30,2628.5699999999997,2428.42,200.15,PayPal
1338,3886,2,2024-11-11 18:07:01,4,10,406.21000000000004,306.98,99.22999999999999,Cash
1339,2688,4,2023-12-10 05:02:15,4,4,1348.93,1175.21,173.72,Cash
1340,3867,4,2025-10-31 10:16:54,1,1,51.55,48.97,2.58,Cash
1341,1555,2,2016-04-05 20:58:46,5,13,949.63,878.58,71.05,PayPal
1342,3958,6,2024-06-01 14:59:29,4,6,905.4100000000001,872.47,32.94,PayPal
1343,2437,10,2024-11-09 09:40:14,4,13,2947.0800000000004,2653.35,293.73,Card
1344,4448,2,2023-03-29 23:23:40,2,4,188.20000000000002,171.21,16.99,Card
1345,3226,3,2025-04-15 23:45:19,4,15,3517.9400000000005,3506.96,10.98,PayPal
1346,2368,6,2023-12-30 06:10:17,4,10,627.19,535.9300000000001,91.25999999999999,PayPal
1347,1085,5,2023-10-15 13:00:38,4,23,3785.8199999999997,3784.15,1.67,PayPal
1348,4750,8,2023-04-19 22:19:15,3,7,280.75,278.23,2.52,PayPal
1349,2708,6,2023-06-29 08:10:55,4,9,890.93,774.76,116.17,Cash
1350,2088,7,2024-09-13 00:40:56,3,8,755.63,614.9,140.73000000000002,PayPal
1351,318,8,2026-01-31 22:58:09,3,4,1983.6100000000001,1871.1999999999998,112.41,PayPal
1352,4458,9,2024-11-04 16:02:07,3,3,341.77,327.48,14.290000000000001,Cash
1353,4954,6,2024-08-07 19:26:46,5,15,1048.1299999999999,918.39,129.74,Card
1354,921,4,2024-05-18 14:58:42,4,8,639.38,634.9399999999999,4.44,PayPal
